player_name,team_name,match_id,match_date,competition_name,season_name,position,position_group,minutes_full_all,source_year
Shota Kawanishi,Kamatamare Sanuki,1734341,2024-02-25,JPN - J3 League,2024/2024,RM,Midfield,96.83,2024
Yuto Mori,Kamatamare Sanuki,1734341,2024-02-25,JPN - J3 League,2024/2024,AM,Midfield,96.83,2024
Nao Eguchi,Kamatamare Sanuki,1734341,2024-02-25,JPN - J3 League,2024/2024,AM,Midfield,3.08,2024
Kazuki Iwamoto,Kamatamare Sanuki,1734341,2024-02-25,JPN - J3 League,2024/2024,RM,Midfield,7.98,2024
Taiga Maekawa,Kamatamare Sanuki,1734341,2024-02-25,JPN - J3 League,2024/2024,LM,Midfield,88.85,2024
Soichiro Fukaminato,Kamatamare Sanuki,1734341,2024-02-25,JPN - J3 League,2024/2024,LCB,Central Defender,96.83,2024
Yohei Ono,Kamatamare Sanuki,1734341,2024-02-25,JPN - J3 League,2024/2024,CF,Center Forward,72.7,2024
Kei Munechika,Kamatamare Sanuki,1734341,2024-02-25,JPN - J3 League,2024/2024,CB,Central Defender,96.83,2024
Yudai Okuda,Kamatamare Sanuki,1734341,2024-02-25,JPN - J3 League,2024/2024,RCB,Central Defender,96.83,2024
Eugene Fukui,Kamatamare Sanuki,1734341,2024-02-25,JPN - J3 League,2024/2024,LWB,Full Back,47.27,2024
Gentaro Yoshida,Kamatamare Sanuki,1734341,2024-02-25,JPN - J3 League,2024/2024,LWB,Full Back,49.57,2024
Kaima Akahoshi,Kamatamare Sanuki,1734341,2024-02-25,JPN - J3 League,2024/2024,CF,Center Forward,24.13,2024
Kosuke Yamamoto,Matsumoto Yamaga FC,1734340,2024-02-25,JPN - J3 League,2024/2024,RM,Midfield,91.87,2024
Yuta Taki,Matsumoto Yamaga FC,1734340,2024-02-25,JPN - J3 League,2024/2024,LW,Wide Attacker,75.35,2024
Kazuaki Mawatari,Matsumoto Yamaga FC,1734340,2024-02-25,JPN - J3 League,2024/2024,RB,Full Back,91.87,2024
Reo Yasunaga,Matsumoto Yamaga FC,1734340,2024-02-25,JPN - J3 League,2024/2024,LM,Midfield,9.5,2024
Tomoyasu Yoshida,Tegevajaro Miyazaki FC,1734340,2024-02-25,JPN - J3 League,2024/2024,LB,Full Back,101.37,2024
Shu Yoshizawa,Tegevajaro Miyazaki FC,1734340,2024-02-25,JPN - J3 League,2024/2024,AM,Midfield,70.28,2024
Daiki  Kusunoki,Tegevajaro Miyazaki FC,1734340,2024-02-25,JPN - J3 League,2024/2024,RW,Wide Attacker,75.28,2024
Yuma  Tsujioka,Tegevajaro Miyazaki FC,1734340,2024-02-25,JPN - J3 League,2024/2024,LCB,Central Defender,101.37,2024
Shogo Rikiyasu,Tegevajaro Miyazaki FC,1734340,2024-02-25,JPN - J3 League,2024/2024,LDM,Midfield,101.37,2024
Shun Obu,Tegevajaro Miyazaki FC,1734340,2024-02-25,JPN - J3 League,2024/2024,LW,Wide Attacker,3.3,2024
Shoi  Yoshinaga,Tegevajaro Miyazaki FC,1734340,2024-02-25,JPN - J3 League,2024/2024,RB,Full Back,101.37,2024
Raiju Obuchi,Tegevajaro Miyazaki FC,1734340,2024-02-25,JPN - J3 League,2024/2024,LW,Wide Attacker,98.07,2024
Hikaru Manabe,Tegevajaro Miyazaki FC,1734340,2024-02-25,JPN - J3 League,2024/2024,RCB,Central Defender,101.37,2024
Shunya Sakai,Tegevajaro Miyazaki FC,1734340,2024-02-25,JPN - J3 League,2024/2024,RDM,Midfield,101.37,2024
Mahiro Ano,Tegevajaro Miyazaki FC,1734340,2024-02-25,JPN - J3 League,2024/2024,RW,Wide Attacker,26.08,2024
Keigo Hashimoto,Tegevajaro Miyazaki FC,1734340,2024-02-25,JPN - J3 League,2024/2024,CF,Center Forward,101.37,2024
Shohei Takahashi,Matsumoto Yamaga FC,1734340,2024-02-25,JPN - J3 League,2024/2024,RCB,Central Defender,101.37,2024
Masato Tokida,Matsumoto Yamaga FC,1734340,2024-02-25,JPN - J3 League,2024/2024,LCB,Central Defender,101.37,2024
Kazuma Yamaguchi,Matsumoto Yamaga FC,1734340,2024-02-25,JPN - J3 League,2024/2024,LW,Wide Attacker,26.02,2024
Ryuhei Yamamoto,Matsumoto Yamaga FC,1734340,2024-02-25,JPN - J3 League,2024/2024,LB,Full Back,9.5,2024
Hayato Asakawa,Matsumoto Yamaga FC,1734340,2024-02-25,JPN - J3 League,2024/2024,CF,Center Forward,101.37,2024
Kaiga Murakoshi,Matsumoto Yamaga FC,1734340,2024-02-25,JPN - J3 League,2024/2024,RW,Wide Attacker,39.3,2024
Tsubasa Ando,Matsumoto Yamaga FC,1734340,2024-02-25,JPN - J3 League,2024/2024,RW,Wide Attacker,62.07,2024
Sho Sumida,Matsumoto Yamaga FC,1734340,2024-02-25,JPN - J3 League,2024/2024,LM,Midfield,101.37,2024
Yusuke Kikui,Matsumoto Yamaga FC,1734340,2024-02-25,JPN - J3 League,2024/2024,CF,Center Forward,101.37,2024
Daiki Higuchi,Matsumoto Yamaga FC,1734340,2024-02-25,JPN - J3 League,2024/2024,LB,Full Back,101.37,2024
Yosuke Ueno,Tegevajaro Miyazaki FC,1734340,2024-02-25,JPN - J3 League,2024/2024,AM,Midfield,31.08,2024
Yosuke Kawai,Kataller Toyama,1734343,2024-02-25,JPN - J3 League,2024/2024,RM,Midfield,66.37,2024
Kohei Matsumoto,Kataller Toyama,1734343,2024-02-25,JPN - J3 League,2024/2024,CF,Center Forward,97.25,2024
Yuki Kawakami,Kataller Toyama,1734343,2024-02-25,JPN - J3 League,2024/2024,RCB,Central Defender,97.25,2024
Koji Okumura,Yokohama Sports and Culture Club,1734343,2024-02-25,JPN - J3 League,2024/2024,RM,Midfield,59.83,2024
Ryusei Shimodo,Kataller Toyama,1734343,2024-02-25,JPN - J3 League,2024/2024,LCB,Central Defender,97.25,2024
Hiroto Domoto,Yokohama Sports and Culture Club,1734343,2024-02-25,JPN - J3 League,2024/2024,LM,Midfield,83.43,2024
Yoji Sasaki,Kataller Toyama,1734343,2024-02-25,JPN - J3 League,2024/2024,RM,Midfield,30.88,2024
Tsubasa Yoshihira,Kataller Toyama,1734343,2024-02-25,JPN - J3 League,2024/2024,LW,Wide Attacker,16.0,2024
Daichi Matsuoka,Kataller Toyama,1734343,2024-02-25,JPN - J3 League,2024/2024,RW,Wide Attacker,97.25,2024
Matheus Leiria Dos Santos,Kataller Toyama,1734343,2024-02-25,JPN - J3 League,2024/2024,CF,Center Forward,16.0,2024
Hiroya Sueki,Kataller Toyama,1734343,2024-02-25,JPN - J3 League,2024/2024,LM,Midfield,97.25,2024
Akira Osako,Kataller Toyama,1734343,2024-02-25,JPN - J3 League,2024/2024,LB,Full Back,97.25,2024
Shosaku Yasumitsu,Kataller Toyama,1734343,2024-02-25,JPN - J3 League,2024/2024,RB,Full Back,97.25,2024
Yoshiki Takahashi,Kataller Toyama,1734343,2024-02-25,JPN - J3 League,2024/2024,LW,Wide Attacker,81.25,2024
Shosei Usui,Kataller Toyama,1734343,2024-02-25,JPN - J3 League,2024/2024,CF,Center Forward,81.25,2024
Takahiro Nakazato,Yokohama Sports and Culture Club,1734343,2024-02-25,JPN - J3 League,2024/2024,DM,Midfield,97.25,2024
Jukiya Fujishima,Yokohama Sports and Culture Club,1734343,2024-02-25,JPN - J3 League,2024/2024,LM,Midfield,13.82,2024
Minoru Hanafusa,Yokohama Sports and Culture Club,1734343,2024-02-25,JPN - J3 League,2024/2024,RCB,Central Defender,97.25,2024
Yusei Kayanuma,Yokohama Sports and Culture Club,1734343,2024-02-25,JPN - J3 League,2024/2024,CF,Center Forward,97.25,2024
Kento Dodate,Yokohama Sports and Culture Club,1734343,2024-02-25,JPN - J3 League,2024/2024,LCB,Central Defender,1.8,2024
Yutaro Yanagi,Yokohama Sports and Culture Club,1734343,2024-02-25,JPN - J3 League,2024/2024,LCB,Central Defender,95.45,2024
Koki Matsumura,Yokohama Sports and Culture Club,1734343,2024-02-25,JPN - J3 League,2024/2024,RWB,Full Back,83.43,2024
Promise Oniye Ugochukwu,Yokohama Sports and Culture Club,1734343,2024-02-25,JPN - J3 League,2024/2024,CF,Center Forward,13.82,2024
Jorn Pedersen,Yokohama Sports and Culture Club,1734343,2024-02-25,JPN - J3 League,2024/2024,CF,Center Forward,37.42,2024
Ryohei Wakizaka,Yokohama Sports and Culture Club,1734343,2024-02-25,JPN - J3 League,2024/2024,CF,Center Forward,59.83,2024
Haruki Oshima,Yokohama Sports and Culture Club,1734343,2024-02-25,JPN - J3 League,2024/2024,CB,Central Defender,97.25,2024
Hiroto Okoshi,Yokohama Sports and Culture Club,1734343,2024-02-25,JPN - J3 League,2024/2024,RM,Midfield,37.42,2024
Yasuto Fujita,Yokohama Sports and Culture Club,1734343,2024-02-25,JPN - J3 League,2024/2024,LWB,Full Back,97.25,2024
Aria Jasuru Hasegawa,Gainare Tottori,1734598,2024-03-02,JPN - J3 League,2024/2024,DM,Midfield,12.17,2024
Hiroto Sese,Gainare Tottori,1734598,2024-03-02,JPN - J3 League,2024/2024,DM,Midfield,83.47,2024
Kengo Kawamata,FC Azul Claro Numazu,1734598,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,11.47,2024
Kenshiro Suzuki,FC Azul Claro Numazu,1734598,2024-03-02,JPN - J3 League,2024/2024,LF,Wide Attacker,95.63,2024
Tatsuya Anzai,FC Azul Claro Numazu,1734598,2024-03-02,JPN - J3 League,2024/2024,RB,Full Back,95.63,2024
Naoki Sato,FC Azul Claro Numazu,1734598,2024-03-02,JPN - J3 League,2024/2024,RM,Midfield,21.45,2024
Kotaro Tokunaga,FC Azul Claro Numazu,1734598,2024-03-02,JPN - J3 League,2024/2024,RM,Midfield,74.18,2024
Takumi Hama,FC Azul Claro Numazu,1734598,2024-03-02,JPN - J3 League,2024/2024,LB,Full Back,95.63,2024
Takuya Sugai,FC Azul Claro Numazu,1734598,2024-03-02,JPN - J3 League,2024/2024,DM,Midfield,64.92,2024
Kosei Numata,FC Azul Claro Numazu,1734598,2024-03-02,JPN - J3 League,2024/2024,DM,Midfield,30.72,2024
Haruki Toyama,FC Azul Claro Numazu,1734598,2024-03-02,JPN - J3 League,2024/2024,LM,Midfield,11.47,2024
Takumi Tsukui,FC Azul Claro Numazu,1734598,2024-03-02,JPN - J3 League,2024/2024,RF,Wide Attacker,21.45,2024
Yuma Mori,FC Azul Claro Numazu,1734598,2024-03-02,JPN - J3 League,2024/2024,RF,Wide Attacker,74.18,2024
Kyota Mochii,FC Azul Claro Numazu,1734598,2024-03-02,JPN - J3 League,2024/2024,LM,Midfield,84.17,2024
Yuya Tsukegi,FC Azul Claro Numazu,1734598,2024-03-02,JPN - J3 League,2024/2024,LCB,Central Defender,95.63,2024
Hagumi Wada,FC Azul Claro Numazu,1734598,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,84.17,2024
Yuta Nakamura,FC Azul Claro Numazu,1734598,2024-03-02,JPN - J3 League,2024/2024,RCB,Central Defender,95.63,2024
Keita Tanaka,Gainare Tottori,1734598,2024-03-02,JPN - J3 League,2024/2024,RB,Full Back,95.63,2024
Hayato Nukui,Gainare Tottori,1734598,2024-03-02,JPN - J3 League,2024/2024,LCB,Central Defender,95.63,2024
Yuta Togashi,Gainare Tottori,1734598,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,73.25,2024
Makoto Fukoin,Gainare Tottori,1734598,2024-03-02,JPN - J3 League,2024/2024,LM,Midfield,95.63,2024
Naoto Miki,Gainare Tottori,1734598,2024-03-02,JPN - J3 League,2024/2024,RF,Wide Attacker,58.37,2024
Sota  Higashide,Gainare Tottori,1734598,2024-03-02,JPN - J3 League,2024/2024,LF,Wide Attacker,73.25,2024
Hideatsu Ozawa,Gainare Tottori,1734598,2024-03-02,JPN - J3 League,2024/2024,LF,Wide Attacker,22.38,2024
Seiya Nikaido,Gainare Tottori,1734598,2024-03-02,JPN - J3 League,2024/2024,RCB,Central Defender,95.63,2024
Tsuneyasu  Mio,Gainare Tottori,1734598,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,22.38,2024
Ryuto Koizumi,Gainare Tottori,1734598,2024-03-02,JPN - J3 League,2024/2024,LB,Full Back,95.63,2024
Daichi Soga,Gainare Tottori,1734598,2024-03-02,JPN - J3 League,2024/2024,RM,Midfield,58.37,2024
Yuhei Nishida,Gainare Tottori,1734598,2024-03-02,JPN - J3 League,2024/2024,RM,Midfield,37.27,2024
Shota Tanaka,Gainare Tottori,1734598,2024-03-02,JPN - J3 League,2024/2024,RF,Wide Attacker,37.27,2024
Kosuke Yamamoto,Matsumoto Yamaga FC,1734353,2024-03-02,JPN - J3 League,2024/2024,RDM,Midfield,97.05,2024
Hiroki Fujiharu,FC Ryūkyū,1734353,2024-03-02,JPN - J3 League,2024/2024,LCB,Central Defender,97.05,2024
Daisuke Takagi,FC Ryūkyū,1734353,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,46.25,2024
So Fujitani,Matsumoto Yamaga FC,1734353,2024-03-02,JPN - J3 League,2024/2024,RWB,Full Back,8.47,2024
Kazuaki Mawatari,Matsumoto Yamaga FC,1734353,2024-03-02,JPN - J3 League,2024/2024,RB,Full Back,88.58,2024
Kosei Okazawa,FC Ryūkyū,1734353,2024-03-02,JPN - J3 League,2024/2024,DM,Midfield,97.05,2024
Reo Yasunaga,Matsumoto Yamaga FC,1734353,2024-03-02,JPN - J3 League,2024/2024,LDM,Midfield,97.05,2024
Ryota Iwabuchi,FC Ryūkyū,1734353,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,50.8,2024
Haruto Shirai,FC Ryūkyū,1734353,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,90.4,2024
Shusei Yamauchi,FC Ryūkyū,1734353,2024-03-02,JPN - J3 League,2024/2024,RCB,Central Defender,46.25,2024
Kosuke Masutani,FC Ryūkyū,1734353,2024-03-02,JPN - J3 League,2024/2024,RCB,Central Defender,50.8,2024
Yuta Sato,FC Ryūkyū,1734353,2024-03-02,JPN - J3 League,2024/2024,LM,Midfield,97.05,2024
Junya Suzuki,FC Ryūkyū,1734353,2024-03-02,JPN - J3 League,2024/2024,CB,Central Defender,97.05,2024
Makito Uehara,FC Ryūkyū,1734353,2024-03-02,JPN - J3 League,2024/2024,RWB,Full Back,97.05,2024
Yushin Koki,FC Ryūkyū,1734353,2024-03-02,JPN - J3 League,2024/2024,LWB,Full Back,77.77,2024
Sho Hiramatsu,FC Ryūkyū,1734353,2024-03-02,JPN - J3 League,2024/2024,RM,Midfield,97.05,2024
Atsuhito Ihara,FC Ryūkyū,1734353,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,19.28,2024
Takeshi Yoshimoto,FC Ryūkyū,1734353,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,6.65,2024
Shohei Takahashi,Matsumoto Yamaga FC,1734353,2024-03-02,JPN - J3 League,2024/2024,RCB,Central Defender,97.05,2024
Masato Tokida,Matsumoto Yamaga FC,1734353,2024-03-02,JPN - J3 League,2024/2024,LCB,Central Defender,97.05,2024
Kazuma Yamaguchi,Matsumoto Yamaga FC,1734353,2024-03-02,JPN - J3 League,2024/2024,LW,Wide Attacker,62.75,2024
Kazuaki Saso,Matsumoto Yamaga FC,1734353,2024-03-02,JPN - J3 League,2024/2024,RW,Wide Attacker,34.3,2024
Hayato Asakawa,Matsumoto Yamaga FC,1734353,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,97.05,2024
Kaiga Murakoshi,Matsumoto Yamaga FC,1734353,2024-03-02,JPN - J3 League,2024/2024,RW,Wide Attacker,88.58,2024
Takato Nonomura,Matsumoto Yamaga FC,1734353,2024-03-02,JPN - J3 League,2024/2024,RCB,Central Defender,8.47,2024
Tsubasa Ando,Matsumoto Yamaga FC,1734353,2024-03-02,JPN - J3 League,2024/2024,AM,Midfield,83.88,2024
Sho Sumida,Matsumoto Yamaga FC,1734353,2024-03-02,JPN - J3 League,2024/2024,AM,Midfield,13.17,2024
Daiki Higuchi,Matsumoto Yamaga FC,1734353,2024-03-02,JPN - J3 League,2024/2024,LB,Full Back,97.05,2024
Ken Tokura,Grulla Morioka,1734600,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,34.37,2024
Kota Kudo,Giravanz Kitakyushu,1734600,2024-03-02,JPN - J3 League,2024/2024,LCB,Central Defender,98.87,2024
Ryo Nagai,Giravanz Kitakyushu,1734600,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,72.47,2024
Ryo Niizato,Grulla Morioka,1734600,2024-03-02,JPN - J3 League,2024/2024,LM,Midfield,98.87,2024
Shunki Takahashi,Grulla Morioka,1734600,2024-03-02,JPN - J3 League,2024/2024,LWB,Full Back,64.5,2024
Daiki Kogure,Grulla Morioka,1734600,2024-03-02,JPN - J3 League,2024/2024,RWB,Full Back,98.87,2024
Kota Fukatsu,Grulla Morioka,1734600,2024-03-02,JPN - J3 League,2024/2024,CB,Central Defender,98.87,2024
Maaya Sako,Grulla Morioka,1734600,2024-03-02,JPN - J3 League,2024/2024,LCB,Central Defender,98.87,2024
Toi Kagami,Grulla Morioka,1734600,2024-03-02,JPN - J3 League,2024/2024,RF,Wide Attacker,34.37,2024
Kenneth Otabor,Grulla Morioka,1734600,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,85.43,2024
Daisuke  Fukagawa,Grulla Morioka,1734600,2024-03-02,JPN - J3 League,2024/2024,RCB,Central Defender,98.87,2024
Tsubasa  Yuge,Grulla Morioka,1734600,2024-03-02,JPN - J3 League,2024/2024,RM,Midfield,98.87,2024
Sota  Kiri,Grulla Morioka,1734600,2024-03-02,JPN - J3 League,2024/2024,LWB,Full Back,34.37,2024
Koki Matsubara,Grulla Morioka,1734600,2024-03-02,JPN - J3 League,2024/2024,RF,Wide Attacker,64.5,2024
Kanta Komatsu,Grulla Morioka,1734600,2024-03-02,JPN - J3 League,2024/2024,LF,Wide Attacker,64.5,2024
Eiru Aratama,Grulla Morioka,1734600,2024-03-02,JPN - J3 League,2024/2024,LWB,Full Back,13.43,2024
Kohei Kiyama,Giravanz Kitakyushu,1734600,2024-03-02,JPN - J3 League,2024/2024,LDM,Midfield,98.87,2024
Takaya Inui,Giravanz Kitakyushu,1734600,2024-03-02,JPN - J3 League,2024/2024,LB,Full Back,98.87,2024
Haruki Izawa,Giravanz Kitakyushu,1734600,2024-03-02,JPN - J3 League,2024/2024,AM,Midfield,72.47,2024
Koji  Sugiyama,Giravanz Kitakyushu,1734600,2024-03-02,JPN - J3 League,2024/2024,RCB,Central Defender,98.87,2024
Ryuki Hirahara,Giravanz Kitakyushu,1734600,2024-03-02,JPN - J3 League,2024/2024,AM,Midfield,26.4,2024
Bunta Ino,Giravanz Kitakyushu,1734600,2024-03-02,JPN - J3 League,2024/2024,RW,Wide Attacker,74.35,2024
Ryuta Takahashi,Giravanz Kitakyushu,1734600,2024-03-02,JPN - J3 League,2024/2024,RW,Wide Attacker,9.77,2024
Kakeru Sakamoto,Giravanz Kitakyushu,1734600,2024-03-02,JPN - J3 League,2024/2024,RB,Full Back,98.87,2024
Rimpei Okano,Giravanz Kitakyushu,1734600,2024-03-02,JPN - J3 League,2024/2024,LW,Wide Attacker,89.1,2024
Shoma Takayoshi,Giravanz Kitakyushu,1734600,2024-03-02,JPN - J3 League,2024/2024,RDM,Midfield,98.87,2024
Seung-Jin Koh,Giravanz Kitakyushu,1734600,2024-03-02,JPN - J3 League,2024/2024,RW,Wide Attacker,24.52,2024
Sota Watanabe,Giravanz Kitakyushu,1734600,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,26.4,2024
Yosuke Kawai,Kataller Toyama,1734599,2024-03-02,JPN - J3 League,2024/2024,RM,Midfield,16.65,2024
Kohei Matsumoto,Kataller Toyama,1734599,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,69.85,2024
Yuki Kawakami,Kataller Toyama,1734599,2024-03-02,JPN - J3 League,2024/2024,RCB,Central Defender,102.25,2024
Mizuki  Uchida,Kamatamare Sanuki,1734599,2024-03-02,JPN - J3 League,2024/2024,RB,Full Back,102.25,2024
Niina Tominaga,Kamatamare Sanuki,1734599,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,93.03,2024
Ryusei Shimodo,Kataller Toyama,1734599,2024-03-02,JPN - J3 League,2024/2024,LCB,Central Defender,102.25,2024
Tsubasa Yoshihira,Kataller Toyama,1734599,2024-03-02,JPN - J3 League,2024/2024,LW,Wide Attacker,69.85,2024
Daichi Matsuoka,Kataller Toyama,1734599,2024-03-02,JPN - J3 League,2024/2024,RW,Wide Attacker,32.4,2024
Matheus Leiria Dos Santos,Kataller Toyama,1734599,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,32.4,2024
Hiroya Sueki,Kataller Toyama,1734599,2024-03-02,JPN - J3 League,2024/2024,LM,Midfield,102.25,2024
Hiroyuki Tsubokawa,Kataller Toyama,1734599,2024-03-02,JPN - J3 League,2024/2024,RM,Midfield,85.6,2024
Akira Osako,Kataller Toyama,1734599,2024-03-02,JPN - J3 League,2024/2024,LB,Full Back,102.25,2024
Shosaku Yasumitsu,Kataller Toyama,1734599,2024-03-02,JPN - J3 League,2024/2024,RB,Full Back,102.25,2024
Yoshiki Takahashi,Kataller Toyama,1734599,2024-03-02,JPN - J3 League,2024/2024,RW,Wide Attacker,102.25,2024
Shosei Usui,Kataller Toyama,1734599,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,102.25,2024
Shota Kawanishi,Kamatamare Sanuki,1734599,2024-03-02,JPN - J3 League,2024/2024,LM,Midfield,93.03,2024
Yuto Mori,Kamatamare Sanuki,1734599,2024-03-02,JPN - J3 League,2024/2024,RW,Wide Attacker,48.87,2024
Nao Eguchi,Kamatamare Sanuki,1734599,2024-03-02,JPN - J3 League,2024/2024,RM,Midfield,29.08,2024
Kazuki Iwamoto,Kamatamare Sanuki,1734599,2024-03-02,JPN - J3 League,2024/2024,LM,Midfield,53.38,2024
Taiga Maekawa,Kamatamare Sanuki,1734599,2024-03-02,JPN - J3 League,2024/2024,RM,Midfield,93.03,2024
Soichiro Fukaminato,Kamatamare Sanuki,1734599,2024-03-02,JPN - J3 League,2024/2024,LB,Full Back,102.25,2024
Yohei Ono,Kamatamare Sanuki,1734599,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,73.17,2024
Kei Munechika,Kamatamare Sanuki,1734599,2024-03-02,JPN - J3 League,2024/2024,LCB,Central Defender,102.25,2024
Yudai Okuda,Kamatamare Sanuki,1734599,2024-03-02,JPN - J3 League,2024/2024,RCB,Central Defender,102.25,2024
Shoya Koyama,Kamatamare Sanuki,1734599,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,9.22,2024
Gentaro Yoshida,Kamatamare Sanuki,1734599,2024-03-02,JPN - J3 League,2024/2024,LW,Wide Attacker,102.25,2024
Kaima Akahoshi,Kamatamare Sanuki,1734599,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,9.22,2024
Shuto Sago,Kamatamare Sanuki,1734599,2024-03-02,JPN - J3 League,2024/2024,LW,Wide Attacker,9.22,2024
Daigo Araki,FC Gifu,1734597,2024-03-02,JPN - J3 League,2024/2024,LW,Wide Attacker,96.42,2024
Kenyu Sugimoto,Omiya Ardija,1734597,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,69.15,2024
Toya  Izumi,Omiya Ardija,1734597,2024-03-02,JPN - J3 League,2024/2024,LW,Wide Attacker,87.17,2024
Mizuki Hamada,Omiya Ardija,1734597,2024-03-02,JPN - J3 League,2024/2024,RCB,Central Defender,96.42,2024
Fumiya Takayanagi,Omiya Ardija,1734597,2024-03-02,JPN - J3 League,2024/2024,RW,Wide Attacker,18.63,2024
Masato Kojima,Omiya Ardija,1734597,2024-03-02,JPN - J3 League,2024/2024,LM,Midfield,96.42,2024
Rikiya Motegi,Omiya Ardija,1734597,2024-03-02,JPN - J3 League,2024/2024,RB,Full Back,96.42,2024
Toshiki Ishikawa,Omiya Ardija,1734597,2024-03-02,JPN - J3 League,2024/2024,RM,Midfield,96.42,2024
Tomoya Osawa,Omiya Ardija,1734597,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,27.27,2024
Shohei Aihara,FC Gifu,1734597,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,19.03,2024
Rion Ichihara,Omiya Ardija,1734597,2024-03-02,JPN - J3 League,2024/2024,LCB,Central Defender,96.42,2024
Seiya Nakano,Omiya Ardija,1734597,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,77.78,2024
Takayuki Arakaki,FC Gifu,1734597,2024-03-02,JPN - J3 League,2024/2024,RW,Wide Attacker,35.97,2024
Ryo  Nishitani,FC Gifu,1734597,2024-03-02,JPN - J3 League,2024/2024,LM,Midfield,35.97,2024
Yoshihiro Shoji,FC Gifu,1734597,2024-03-02,JPN - J3 League,2024/2024,RM,Midfield,96.42,2024
Kosuke Fujioka,FC Gifu,1734597,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,77.38,2024
Ryoma Ishida,FC Gifu,1734597,2024-03-02,JPN - J3 League,2024/2024,RB,Full Back,96.42,2024
Kentaro Kai,FC Gifu,1734597,2024-03-02,JPN - J3 League,2024/2024,RCB,Central Defender,96.42,2024
Ryu Kawakami,FC Gifu,1734597,2024-03-02,JPN - J3 League,2024/2024,LCB,Central Defender,96.42,2024
In-Ju Mun,FC Gifu,1734597,2024-03-02,JPN - J3 League,2024/2024,LB,Full Back,90.2,2024
Ryoma  Kita,FC Gifu,1734597,2024-03-02,JPN - J3 League,2024/2024,LM,Midfield,60.45,2024
Masaki Ogawa,FC Gifu,1734597,2024-03-02,JPN - J3 League,2024/2024,LB,Full Back,6.22,2024
Oji Kawanami,FC Gifu,1734597,2024-03-02,JPN - J3 League,2024/2024,RW,Wide Attacker,60.45,2024
Wakaba Shimoguchi,Omiya Ardija,1734597,2024-03-02,JPN - J3 League,2024/2024,LB,Full Back,96.42,2024
Yosuke Murakami,Omiya Ardija,1734597,2024-03-02,JPN - J3 League,2024/2024,DM,Midfield,9.25,2024
Kazushi Fujii,Omiya Ardija,1734597,2024-03-02,JPN - J3 League,2024/2024,RW,Wide Attacker,87.17,2024
Yuta Ueda,Omiya Ardija,1734597,2024-03-02,JPN - J3 League,2024/2024,LW,Wide Attacker,9.25,2024
Hirofumi Yamauchi,FC Gifu,1734597,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,19.03,2024
Yuya Taguchi,FC Gifu,1734597,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,77.38,2024
Yushi Hasegawa,SC Sagamihara,1734354,2024-03-02,JPN - J3 League,2024/2024,LM,Midfield,32.2,2024
Sosuke Shibata,Vanraure Hachinohe,1734354,2024-03-02,JPN - J3 League,2024/2024,RM,Midfield,11.97,2024
Ryo Takano,SC Sagamihara,1734354,2024-03-02,JPN - J3 League,2024/2024,LWB,Full Back,93.25,2024
Bruno Santos de Oliveira,SC Sagamihara,1734354,2024-03-02,JPN - J3 League,2024/2024,CF,Center Forward,3.72,2024
